Food Name,Sugar,Fat,Sodium,class_name,subclass_name,nova,octagons
Festival Liq Food Clr Orange,,,,FOOD COLOUR ADDITIVES,FOOD COLOUR ADDITIVES,Processed Culinary Ingredients,0
FESTIVAL FOOD COLOUR RBERRY RED,,,,FOOD COLOUR ADDITIVES,FOOD COLOUR ADDITIVES,Processed Culinary Ingredients,0
Clovers Maroon Food Colour Powder,,,,FOOD COLOUR ADDITIVES,FOOD COLOUR ADDITIVES,Processed Culinary Ingredients,0
Clovers Food Colour Strawberry Red,,,,FOOD COLOUR ADDITIVES,FOOD COLOUR ADDITIVES,Processed Culinary Ingredients,0
Caroline Gluten Free Pancakes Waffles Mix,4g,2g,0.25g,WHEAT FLOUR,WHEAT FLOUR,Ultra-processed foods,0
Caroline Chocolate Fudge cake Mix,46g,1g,,CAKES,CAKES,Ultra-processed foods,1
Betty Crocker Butter Milk Pancake Mix,8.8g,5.5g,1.058g,BREAKFAST CEREALS,PANCAKE/WAFFLE MIX,Ultra-processed foods,2
Betty Crocker Dark Chocolate Fudge Brownie Mix,17g,1.5g,0.09g,CAKES,CAKES,Ultra-processed foods,1
Betty Crocker Super Moist Chocolate Fudge Cake Mix,17g,1g,0.38g,CAKES,CAKES,Ultra-processed foods,2
Caroline Red Velvet Cake Mix,18g,5g,,CAKES,CAKES,Ultra-processed foods,1
Caroline Moist Carrot Cake Mix,17g,8g,0.3g,CAKES,CAKES,Ultra-processed foods,3
Caroline Pizza Crust Mix,2g,1g,0.2g,PASTRIES,PASTRIES - CHOCOLATE BALLS,Processed foods,0
Proctor Allan Chocolate Cake Mix,39.3g,8.2g,0.7747g,CAKES,CAKES,Ultra-processed foods,3
Caroline Doughnuts Mix,24g,6g,0.56g,PASTRIES,PASTRIES - DOUGHNUT,Ultra-processed foods,2
Caroline Chocolate Cupcakes Mix,,1g,,CUPCAKES/MUFFINS/QUEENCAKES,CUPCAKES,Ultra-processed foods,0
Caroline Vanilla Cookies Mix,2g,6g,0.095g,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,0
Caroline Gingerbread Cookies Mix,163g,,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,1
Carrefour Pastry Flan Cream Mix,55g,0.8g,,PASTRIES,PASTRIES - CHOCOLATE BALLS,Ultra-processed foods,1
Dr Oetker Pud In Mug Choco Chip,,,,CAKES,CAKES,Ultra-processed foods,0
Caroline Vanilla Cupcakes Mix,18g,,,CUPCAKES/MUFFINS/QUEENCAKES,CUPCAKES,Ultra-processed foods,1
Caroline Spicy Cake Mix,36g,8g,0.7g,CAKES,CAKES,Ultra-processed foods,3
Kent Boringer Blueberry Muffin Mix,11g,8g,0.065g,CUPCAKES/MUFFINS/QUEENCAKES,MUFFINS,Ultra-processed foods,2
Dr Oetker Pud In Mug Rich Chocolate,,,,CAKES,CAKES,Ultra-processed foods,0
Zesta Bicarbonate Soda,,,1.369g,BAKING ADDITIVES,BAKING SODA,Processed Culinary Ingredients,1
Angel Instant Dry Yeast,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Clovers Bicarbonate Soda,,,1.369g,BAKING ADDITIVES,BAKING SODA,Processed Culinary Ingredients,1
Chapa Mandashi Baking Powder,,,0.488g,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,1
Zesta Baking Powder,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Clovers Double Action Baking Powder,,,0.461g,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,1
Zesta Tested Double Action Baking Powder,,,0.46g,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,1
Saf The Original Active Dry Instant Yeast,,1g,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
FABAO INSTANT DRY YEAST,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Dr Oetker Baking Powder Gluten Free,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Saf Instant Plus Bread Improver,2g,1g,0.002g,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Mariandazi Baking Powder,,,0.488g,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,1
Zesta Mandazi Bora Baking Powder,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Carrefour Baking Yeast,,6g,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
DORMANS MOJITO SYRUP,,,,TABLE SAUCES,SYRUP,Ultra-processed foods,0
Vertmont Bio Organic Pure Agave Syrup,,,0.02g,JAM/OTHER SPREADS,SYRUP,Ultra-processed foods,0
Greens Carmelle Vanilla Dessert Mix Pudding,13.7g,1.4g,0.13g,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,1
Dairyland Chocolate Dessert Topping Sauce,2g,1g,,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,0
Luna Cream,9g,8g,,COOKING SAUCES,COOKING CREAM,Ultra-processed foods,2
Kol Golden Syrup,,,0.02g,CANDY AND CONFECTIONERY,BAOBAB SEED CANDY/MABUYU,Processed foods,0
Virginia Green Garden Natural And Delicious Golden Cream,,23g,,COOKING SAUCES,COOKING CREAM,Ultra-processed foods,1
Joe Seph S Capucino Carmel Sauce,56.8g,36g,,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,2
Joe Seph Salted Carmel Cheese Cake Sauce,65.5g,23.3g,,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,2
Joe Seph s Toffee Aple Cinnamon Sauce,52.8g,39.2g,,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,2
Joe Seph S Chocolate Caramel Sauce,58.4g,35.7g,,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,2
Askeys Treat Strawberry,75g,0g,,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,1
Joe Seph S Sticky Toffee Sauce,59.6g,35.7g,,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,2
Askeys Treat Toffee,73g,2g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Joe Seph S Pie Caramel Sauce,40.2g,26.5g,,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,2
Joe Seph Speculoos Carmel Sauce,58.8g,35.3g,,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,2
Peptang Maple Syrup,51g,0g,0.005g,JAM/OTHER SPREADS,SYRUP,Ultra-processed foods,1
Virginia Green Garden Chocolate Syrup,510.1g,0.93g,0.0372g,CANDY AND CONFECTIONERY,CHOCOLATE,Ultra-processed foods,1
JAVA TOFFEE NUT FLAV SYRUP,,,,FOOD FLAVOUR ADDITIVES,FOOD FLAVOUR ADDITIVES,Processed Culinary Ingredients,0
Peptang Golden Syrup,0g,0g,0g,CANDY AND CONFECTIONERY,BAOBAB SEED CANDY/MABUYU,Processed foods,0
Java Caramel Flavoured Syrup,,,,FOOD FLAVOUR ADDITIVES,FOOD FLAVOUR ADDITIVES,Processed Culinary Ingredients,0
Peptang Mango Syrup,5g,,,DILUTING JUICE,CORDIALS,Ultra-processed foods,1
Nappi Red Maraschino Cherries,40g,0g,0.0001g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Java Coconut Flavoured Syrup,,,,FOOD FLAVOUR ADDITIVES,FOOD FLAVOUR ADDITIVES,Processed Culinary Ingredients,0
AMERICAN GOURMET PANCAKE SYRUP,34g,0g,0.024g,TABLE SAUCES,SYRUP,Ultra-processed foods,1
Java Hazelnut Flavoured Syrup,,,,FOOD FLAVOUR ADDITIVES,FOOD FLAVOUR ADDITIVES,Processed Culinary Ingredients,0
Nappi Amareno Golden Cherries,18g,0g,0.0001g,DRIED FRUITS,RAISINS,Unprocessed/Minimally processed foods,1
Opies Stem Ginger Syrup,64g,,,HERBS AND SPICES,SPICES - GINGER,Processed Culinary Ingredients,1
Dairyland Dark Compound Chocolate Bar,45g,37g,0.049g,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Dairyland Milk Compound Chocolate Bar,26g,2g,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,1
Dairyland White Compound Chocolate Bar,40g,40g,0.006g,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Lyons Maid Milk Compound Chocolate,,31.8g,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,1
Lyons Maid White Compound Chocolate,,33.26g,,CHOCOLATE,CHOCOLATE,Ultra-processed foods,1
HAMLET COOKING CHOCOLATE DARK,39g,38g,,CHOCOLATE,CHOCOLATE,Processed foods,2
Carrefour Dessert Milk Chocolate Bar,52g,35g,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Lyons Maid Dark Compound Chocolate,43g,30.2g,0g,CHOCOLATE,CHOCOLATE,Ultra-processed foods,2
Green Black s Dark Cooking Choco,,,,CHOCOLATE,CHOCOLATE,Processed foods,0
Carrefour Cocoa Dessert Chocolate Bar,36g,36g,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Kent Boringer White Chocolate Topping Sauce,62g,1g,,TABLE SAUCES,DESSERT TOPPING SAUCE,Ultra-processed foods,1
Clovers Jelly Crystal Strawberry Dessert Mix,20g,,0.02g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Clovers Jelly Crystal Orange Dessert Mix,19g,,0.08g,CANDY AND CONFECTIONERY,BAOBAB SEED CANDY/MABUYU,Ultra-processed foods,1
Clovers Jelly Crystal Lemon Dessert Mix,,,0.011g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Clovers Jelly Crystal Pineapple Dessert Mix,22g,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Ajab All Purpose Flour,0.3g,1.2g,0.0025g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
PEMBE HOME BAKING FLOUR,0.3g,1g,0.002g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Unga Exe Chapati Fortified Wheat Flour,1g,3g,0.08g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Exe Unga All Purpose Fortified Wheat Flour,0.3g,1g,0.002g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Exe Unga Self Raising Fortified Wheat Flour,,,1.067g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,1
Exe Unga Mandazi Fortified Wheat Flour,0.3g,1g,0.002g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Unga Wa Dola All Purpose Flour,0.3g,1g,0.002g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Oboma Home Baking Flour,,,,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Famila Pure Wimbi Porridge,,,,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
Lotus Home Baking Flour,,,,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Ajab Fortified All Purpose Home Baking Flour,1.9g,1.6g,,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Ajab Fortified Mandazi Flour,,0.1g,0.0032g,WHEAT FLOUR,WHEAT FLOUR,Processed foods,0
Pembe Self Raising Flour,,,1.067g,WHEAT FLOUR,WHEAT FLOUR,Processed foods,1
Soko Nutrigo Whole Grain Maize Meal Flour,,,,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,0
Famila Baby Porridge,,,,BABY FOODS - PORRIDGE FLOUR,BABY/INFANT PORRIDGE FLOUR,Processed foods,0
Phulka Atta Mark I Chapati Flour,,,0.009g,WHEAT FLOUR,WHEAT FLOUR - ATTA,Processed foods,0
BUTTERFLY FLOUR ATTA RED,,,,WHEAT FLOUR,WHEAT FLOUR - ATTA,Processed Culinary Ingredients,0
Ajab Fortified Atta Mark 1 Flour,0.3g,1.2g,0.0025g,WHEAT FLOUR,WHEAT FLOUR - ATTA,Processed foods,0
Soko Wimbi Mix Sour Porridge Flour,,3g,0.004g,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
Famila Nutri Health Uji Porridge Flour,,,,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
U Mix Fortified Mandazi Flour,1g,7g,0.042g,WHEAT FLOUR,WHEAT FLOUR,Processed foods,0
Winnies Pure Health Toto Afya Flour,,,,BABY FOODS - PORRIDGE FLOUR,BABY/INFANT PORRIDGE FLOUR,Processed foods,0
Soko Pure Wimbi Porridge Flour,,3g,0.004g,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
Jogoo Wimbi Meal,,,,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
Butterfly Atta Mark 1 Wheat Flour Red,,,,WHEAT FLOUR,WHEAT FLOUR - ATTA,Processed foods,0
Unga Exe Atta Mark 1 Wheat Flour,,,,WHEAT FLOUR,WHEAT FLOUR - ATTA,Processed Culinary Ingredients,0
Kamal Gram Flour,,6g,,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Winnies Pure Health Uji Afya,,,,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
Pembe Atta Mark 1 Wheat Flour,,,,WHEAT FLOUR,WHEAT FLOUR - ATTA,Processed Culinary Ingredients,0
Famila The Original Ujimix Sour Porridge,,,,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
Mothers Choice Home Baking Flour,0g,0g,0g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Winnies Pure Health Pure Wimbi Afya Flour,,,,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
United U Mix Mandazi Flour,,,,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Butterfly Gram Flour,,,,"PULSES - PEAS, LENTILS, BEANS",GRAM FLOUR (BESAN),Unprocessed/Minimally processed foods,0
KPL Super Fine Gram Flour,,,,"PULSES - PEAS, LENTILS, BEANS",GRAM FLOUR (BESAN),Unprocessed/Minimally processed foods,0
Nutrameal Rice Flour,,1g,,WHEAT FLOUR,WHEAT FLOUR,Processed foods,0
Bakex White Bread Flour,,,,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Pembe Pure Wimbi Porridge,,0.2g,0.006g,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
Unga Wa Dola Atta Flour,,,,WHEAT FLOUR,WHEAT FLOUR - ATTA,Processed Culinary Ingredients,0
Bakex Brown Bread Flour,,,,WHEAT FLOUR,WHEAT FLOUR,Processed foods,0
Equatorial Naturals Toto Afya Flour,0.3g,1.2g,0.0025g,BABY FOODS - PORRIDGE FLOUR,BABY/INFANT PORRIDGE FLOUR,Processed foods,0
Famila Infant Weaning Porridge,,,,BABY FOODS - PORRIDGE FLOUR,BABY/INFANT PORRIDGE FLOUR,Processed foods,0
Kentaste Coconut Flour,1g,2g,0.03g,CASSAVA FLOUR,CASSAVA FLOUR,Processed foods,0
Famila Mama s Porridge,,,,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
Winnies Pure Heath Chapati Afya,,,,BREADS,PRE-PREPARED CHAPATI,Processed foods,0
Famila Banana Porridge Flour,,,,BABY FOODS - PORRIDGE FLOUR,BABY/INFANT PORRIDGE FLOUR,Processed foods,0
Soko NutriGo Whole Grain Maize Meal,,0g,,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,0
P A KIDDOS BABY PORRIDGE,,,,BABY FOODS - PORRIDGE FLOUR,BABY/INFANT PORRIDGE FLOUR,Processed foods,0
Famila Strawberry Porridge Flour,,,,PORRIDGE FLOUR,BABY/INFANT PORRIDGE FLOUR,Processed foods,0
Tropicana Fortified Self Raising Flour,0g,1g,0.735g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,1
Nutrameal Atta Mark 1 Wheat Flour,,,,WHEAT FLOUR,WHEAT FLOUR - ATTA,Processed Culinary Ingredients,0
Samwa Arrow Root Flour,0g,0.2g,0.2g,CASSAVA FLOUR,CASSAVA FLOUR,Processed foods,0
Equatorial Wimbi Afya Flour,0.3g,1g,0.002g,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
Ungano Blended Home Baking Flour,,,,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Samwa Sweet Potato Flour,3.5g,1g,0.131g,CASSAVA FLOUR,CASSAVA FLOUR,Processed foods,0
Live Life Well Butternut Flour,0.3g,1g,0.002g,CASSAVA FLOUR,CASSAVA FLOUR,Processed foods,0
Phulka Atta Mark Chapati Flour,,,0.009g,WHEAT FLOUR,WHEAT FLOUR - ATTA,Processed foods,0
Tropicana Fortified All Purpose Home Baking Flour,0g,1g,0g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Live Life Well Pumpkin Flour,8g,1g,0.007g,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,1
Vitafla Home Baking Flour,,,,WHEAT FLOUR,WHEAT FLOUR,Processed foods,0
Samwa Natural Foods Pumpkin Flour,,8g,,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,1
Samwa Green Banana Flour,0g,1.8g,0g,CASSAVA FLOUR,CASSAVA FLOUR,Unprocessed/Minimally processed foods,0
Live Life Well Carrot Flour,,0g,,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
Equatorial Wimbi Afya Classic Flour,,2g,,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
LIVE LIFE W GREEN BANANA FLOUR,0g,1.8g,,CASSAVA FLOUR,CASSAVA FLOUR,Unprocessed/Minimally processed foods,0
Proctor Allan Nutri Rich Porridge,1g,8g,0g,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,1
Soko Home Baking Flour,0.3g,1g,0.002g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Kitui Flour Mills Jahazi All Purpose Flour,0.3g,1g,0.002g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Winnies Pure Health Ugali Afya Flour,,,,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,0
BlueBand Instant Porridge Flour,,,,PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,0
Dola Chapati Flour,,1g,,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Unga Exe Whole Meal Fortified Wheat Flour,1.9g,1.6g,,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
Samwa Cassava Flour,0g,0.3g,0.4g,CASSAVA FLOUR,CASSAVA FLOUR,Processed Culinary Ingredients,1
Equatorial Afya Uji Flour,0g,1g,0.019g,PORRIDGE FLOUR,BABY/INFANT PORRIDGE FLOUR,Processed foods,0
Dola Gold Superior Maize Flour,1.6g,1.8g,0.007g,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed Culinary Ingredients,0
Nutrameal Black Grams,,1.64g,0.038g,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Pacho All Purpose Home Baking Flour,0g,4g,0g,WHEAT FLOUR,WHEAT FLOUR,Processed Culinary Ingredients,0
LIVE LIFE W ORANGE SWEET POTATO,4.2g,0.1g,0.055g,ROOT VEGETABLES,SWEET POTATO,Unprocessed/Minimally processed foods,0
Ajab Maize Meal Flour,0.5g,0.8g,,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,0
Amaize Maize Meal Flour,,21.5g,,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,1
Soko Flour Maize Meal,0.5g,0.8g,,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,0
Jogoo Maize Meal Fortified With Vitamins Minerals,,,,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,0
Hostess Maize Flour,0.5g,0.8g,,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,0
Winnies Pure Health Ugali Afya,,,,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,0
Zesta Corn Flour,,0.01g,0.000014g,MAIZE/CORN FLOUR,CORN FLOUR,Processed Culinary Ingredients,0
Jogoo Maize Meal Fortified With Vitamins And Minerals,,,,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,0
Equatorial Ugali Afya Flour,,,,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,0
Clovers Corn Flour,,0.01g,0.000014g,MAIZE/CORN FLOUR,CORN FLOUR,Processed foods,0
Dola Maize Meal,1g,4g,0.005g,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,0
Pembe Maize Flour,,,,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,0
Soko Maize Meal Flour,0.5g,0.8g,,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed foods,0
Jahazi Premium Maize Flour,1g,4g,0.005g,MAIZE/CORN FLOUR,MAIZE FLOUR,Processed Culinary Ingredients,0
Ajab Fortified Self Raising Flour,,,,WHEAT FLOUR,WHEAT FLOUR,Processed foods,0
Pembe Mandazi,,,,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,0
The Coconut Company Organic Coconut Flour,,,,CASSAVA FLOUR,CASSAVA FLOUR,Unprocessed/Minimally processed foods,0
Bakex Semolina (Sooji Raava),,,,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
Zesta Caster Sugar,100g,0g,0.0003g,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,1
Fairleigh Jaggery Sugar,100g,,0.001g,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,1
Fairleigh Jaggery Sweetener Block,69g,,,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,1
Clovers Icing Sugar,98g,0g,0.002g,SUGAR,ICING SUGAR,Processed Culinary Ingredients,1
Zesta Icing Sugar,97g,,,SUGAR - POWDERED,ICING SUGAR,Processed Culinary Ingredients,1
Excel Pure Glucose Powder,55g,,0.015g,SUGAR,GLUCOSE,Processed Culinary Ingredients,1
Naturalli Coconut Sugar,,,,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,0
Bake King Premium Light Jaggery,,0.1g,,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,0
Clovers Caster Sugar,100g,,,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,1
Clovers Extra Fine Icing Sugar,100g,,,SUGAR,ICING SUGAR,Processed Culinary Ingredients,1
Rapras Instant Energy Plus Pure Glucose Tablets,55g,,,CANDY AND CONFECTIONERY,GLUCOSE,Ultra-processed foods,1
Carrefour Classic Vanilla Sugar,,,,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,0
Tropicana Slim Stevia Sweetener Tablet,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Tropicana Slim Stevia Diet Sticks Sweetener,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Tropicana Slim Classic Sweetener,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Lakanto Classic Monkfruit Sweetener With Erythritol,4g,0g,0g,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,0
Tropicana Slim Diabetic Sweetener,,,,SUGAR,GLUCOSE,Processed Culinary Ingredients,0
Meridian Organic Ft Molasses,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Meridian Organic Barley Malt Ext,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Lakanto Golden Monkfruit Sweetener With Erythritol,0g,0g,0g,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,0
Meridian Organic Molasses,60.5g,0.2g,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,1
Meridian Barley Malt Extract,,,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Clovers Molasses Brown Sugar,9g,,,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,1
Bonraw Organic Panela Sugar,85.3g,0g,,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,1
Kakira Light Brown Sugar,,,,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,0
Nutrameal Natural Wholesome Cane Sugar,100g,,0.001g,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,1
Clovers Pure Glucose Instant Energy Drink Powder,90g,,0.01g,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,1
Clovers Pure Glucose,0g,0g,,SUGAR - POWDERED,GLUCOSE,Processed Culinary Ingredients,0
Carrefour Mineral Water,,,0.01462g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Aquamist Mineral Water Disposable,,,14.62g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,1
Keringet Natural Mineral Water X 6,,,0.033g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Waba Mineral Water,,,0.0095g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Aquamist Mineral Water,,,14.62g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,1
Mayers 10 Liters Distiled Water,0g,0g,0.033g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Aquamist Mineral Water 1Lx6,,,14.62g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,1
Mayers Spring Water Still,,,,WATER,SPRING WATER,Unprocessed/Minimally processed foods,0
Aquamist Mineral Water 1.5Lx6,,,14.62g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,1
Evian Mineral Water,,,,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Carrefour Mineral Water 1 Litre,,,,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Aquamist Mineral Water 500Mlx6,,,14.62g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,1
Keringet Mineral Water,,,0g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Quencher Life Premium Drinking Water,,,0.002g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Urban Water,,,,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Mt Kenya Natural Drinking Water 18.9,0g,0g,0.035g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Highlands Drinking Water,,,,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Aquamist Lemon Flavoured Water,,,14.62g,WATER,FLAVOURED WATER,Processed foods,1
Dasani Still Water,,,0.025g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Aquaclear Purified Drinking Water,,,0.025g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Mt Kenya Natural Drinking Water,,,0.005g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Highlands Drinking Water Juice,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,0
Maisha Drinking Water,,,0.004g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Mt Kenyan Natural Drinking Water,,,0.005g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Urban Waters Purified Drinking Water,,,0.235g,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
Mayers Natural Spring Sparkling Water,,,,WATER,SPRING WATER,Unprocessed/Minimally processed foods,0
Keringet Sparkling Mineral Water,,,,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,0
