Food name,Energy(kJ),Energy(kcal) ,Water(g),Protein(g),Fat(g),Carbohydrate available(g) ,Fibre(g),Ash(g),Ca(mg),Fe(mg),Mg(mg),P(mg),K(mg),Na(mg),Zn(mg),Se(mcg),Vit A-RAE(mcg),Vit A-RE(mcg),Retinol (mcg),b-carotene equivalent (mcg),Thiamin(mg) ,Riboflavin(mg) ,Niacin(mg),Dietary Folate Eq.(mcg),Food folate (mcg),Vit B12(mcg) ,Vit C(mg),Cholesterol (mg),Oxalic acid OXALAC(mg),Phytate(mg) ,IP3 (mg),IP4 (mg),IP5 (mg),IP6 (mg),Isoleucin(mg),Leucine(mg),Lysine(mg),Methionine(mg),Cystine(mg),Phenylalanine(mg),Tyrosine(mg),Threonine(mg),Tryptophan(mg),Valine(mg),Arginine(mg),Histidine(mg),Alanine(mg),Aspartic acid(mg),Glutamic acid(mg),Glycine(mg),Proline(mg),Serine(mg),"Fatty acids, total (standardized)","Fatty acids, total, own calculation (g)_own","Fatty acids, total (from source)(g)_from source",Sum of individual FA(g)(standardized),"fatty acids, total saturated (standardized)","fatty acids, total monounsaturated (standardized)(g)","fatty acids, total polyunsaturated (standardized)(g)","fatty acids, total trans (standardized)(g)","other fatty acids, not specifiied (standardized)","fatty acids, total saturated (own calculation)","fatty acids, total monounsaturated (own calculation)","fatty acids, total polyunsaturated (own calculation)","fatty acids, total trans (own calculation)","other fatty acids, not specifiied (own calculation)","fatty acids, total saturated","fatty acids, total monounsaturated","fatty acids, total polyunsaturated","fatty acids, total trans (from source)","other fatty acids, not specifiied (from source)","Sum of polyunsaturated FA, n-3 (standardized)","Sum of polyunsaturated FA, n-6 (standardized)"
"Pepper, ground, black, dry, raw",1250,297,11.8,10.3,2.7,44.7,26.3,4.3,463,19.4,253,188,576,25,1.28,3,14,29,0,171,0.09,0.14,0.7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salt, Iodized",0,0,0.2,0,0,0,0,99.8,32,0.1,1,6,98,38500,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spice, mixed or all spice",1490,360,8.5,9.4,16.3,26.3,35.8,3.8,727,35.5,203,277,1440,90,3.65,3,55,109,0,656,0.25,0.45,4.9,52,52,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tamarind, fruit, dry, raw",1260,298,21.3,5,0.6,65.4,5.3,2.4,166,9,83,190,836,25,1,2,0,0,0,1.54,60,0.18,2,10,10,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tamarind, fruit, fresh, raw",1260,298,20.8,2,0.2,69.5,5.3,2.2,105,9.2,83,105,836,25,0.58,2,0,0,0,1.54,0.34,0.07,1.6,10,10,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tomato, sauce (Ketchup)",489,115,67.5,1.6,0.2,26.1,1.5,3.4,13,0.7,16,28,316,918,0.18,0.5,22,43,0,260,0,0.1,1.3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tomato, paste, with added salt",329,78,76.2,3.2,0.3,13.6,4.1,3,30,1.7,43,71,911,630,0.57,4,113,225,0,1350,0.13,0.13,2.8,17,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tomato, soup, condensed, canned",227,54,84,1,0.3,10.8,1.9,2.3,10,0.4,13,21,290,545,0.3,0.5,11,22,0,130,0.3,0,1.3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turmeric, dried, ground",1260,300,13.7,6.3,3.1,51.7,20,5.2,500,39,225,284,1250,25,3.6,4.3,80,161,0,965,0.26,0.23,3.4,85,85,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yeast, dry powder",1460,347,7.9,35.7,4.9,30.5,19.3,6.6,120,3.4,230,1690,2000,50,8,1,0,0,0,0,2.8,4,8.5,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grasshopper, Brown, Fresh, Raw",708,170,71.9,12.8,12.8,0.3,1.41,0.7,7,3.7,10,35,75,66,3.57,0,174,174,174,0,0,1.04,0.2,1,1,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grasshopper, Green, Fresh, Raw",872,210,66.3,14.5,16.3,0.7,1.3,0.9,9,5.6,11,47,125,121,5.81,0,94,94,94,0,0,0.93,3.6,1,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Termite, Dry, Raw   ",2310,557,7,35,43.6,3.4,5.5,5.4,91,35.2,5,609,388,1969,0.09,4,100,100,100,0,0.08,3.56,3.9,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Termite, Fresh, Raw   ",1530,367,36.8,30.9,27,0,2.7,3.8,1460,8.3,15,780,200,4,0,0,224,224,224,0,0,4.18,2.8,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maize Porridge,221,52,87.5,1.5,1.1,8.5,1.1,0.3,25,0.3,12,64,50,10,0.33,2,7,7,7,3,0.02,0.05,0.2,7,7,0.09,0,2,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorghum, Finger Millet and Maize Porridge",174,41,89.8,1.3,0.9,6.3,1.3,0.4,33,0.5,14,47,57,10,0.27,2,7,7,7,3,0.02,0.05,0.3,5,5,0.09,0,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaimati (Fried Dumplings),1795,429,18.8,4.6,21.8,52.8,1.6,0.4,17,2.1,16,93,81,4,0.45,0,30,30,30,1,0.33,0.25,2,209,76,0.25,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahamri (Swahili Doughnuts),1728,413,22.8,6,22.1,46.6,2.1,0.4,20,2.8,19,113,101,4,0.56,0,41,42,41,1,0.43,0.3,2.7,243,60,0.34,0.1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whole Maize Flour Ugali,596,141,64.5,3.3,1.8,26,3.8,0.5,12,1.1,31,150,93,7,0.77,4,0,0,0,0,0.08,0.04,0.8,20,20,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown Maize and Finger Millet Flour Ugali,562,133,64,3.1,1.3,24,6.6,1,79,2.9,48,112,158,6,0.73,5,0,0,0,0,0.07,0.02,1.2,24,24,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maize, Red Sorghum and Finger Millet Ugali",543,129,66.2,3.1,1.4,23.3,5.3,0.8,39,1.9,44,118,131,6,0.72,5,0,0,0,0,0.07,0.03,1,20,20,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cassava and Red Sorghum Ugali,489,116,69.6,2.1,0.8,23.4,3.4,0.7,24,0.9,38,74,163,9,0.5,5,0,0,0,3,0.05,0.04,0.7,14,14,0,0.5,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refined Maize Flour Ugali,626,148,62.8,3.4,1.9,27.3,4,0.6,12,1.1,33,158,97,8,0.81,4,0,0,0,0,0.09,0.04,0.8,21,21,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red Sorghum, Maize flour & Finger Millet Ugali",634,150,61,1.9,0.7,32.1,3.6,0.7,26,1.3,33,61,92,5,0.44,5,0,0,0,1,0.04,0.02,0.7,11,11,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cassava Ugali,788,186,51.6,1.1,0.3,43.7,2.2,1.3,79,0.8,26,57,326,20,0.41,1,1,1,0,7,0.03,0.05,0.6,18,18,0,1.8,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cassava, Millet & Sorghum Porridge",194,46,87.9,0.5,0.1,10.2,1,0.3,18,0.4,10,15,47,6,0.12,1,0,0,0,1,0.01,0.01,0.2,4,4,0,0.1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cassava Porridge (Uji wa Muhogo),121,28,92.6,0.1,0,6.8,0.3,0.2,12,0.1,4,7,39,5,0.05,0,0,0,0,1,0,0.01,0.1,2,2,0,0.2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finger Millet Porridge (Uji wa Wimbi),168,40,88.8,0.7,0.2,7.8,2.1,0.4,35,1.1,16,17,52,4,0.16,2,0,0,0,0,0.01,0,0.4,6,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulrush Millet Porridge (Uji wa Mawele),350,83,79.2,2,1,15.7,1.6,0.6,9,6,17,49,55,5,0.77,7,0,0,0,0,0.04,0.03,0.3,21,21,0,0.4,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rice Flour Porridge (Uji wa Mchele),235,56,87.5,0.6,1.3,10.2,0.2,0.1,4,0.1,5,17,26,5,0.11,1,0,0,0,0,0.01,0,0.2,1,1,0,0.1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omena (Silver Sardine Stew),747,180,68.5,8.8,13.3,6,0.7,2.7,378,1,20,333,188,449,2.26,4,52,60,44,94,0.04,0.18,1.6,12,12,5.61,6.4,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Busara (Whole Maize and Finger Millet Porridge),170,40,88.6,1,0.3,7.3,2.5,0.4,60,1.9,20,32,41,4,0.22,2,0,0,0,0,0.02,0.01,0.5,8,8,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Chapati,1774,424,18.4,7.8,21.1,49.6,2.5,0.7,25,3.9,22,126,90,100,0.61,0,59,59,58,1,0.56,0.36,3.6,280,20,0.48,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown Chapati,1723,413,20.5,7.3,22.9,40.9,7.2,1.2,23,2.4,76,182,213,120,1.5,25,1,1,1,1,0.29,0.08,2,36*,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard boiled eggs,569,136,75.4,12.9,8.3,2.5,0,0.9,52,1.7,13,174,122,150,1.09,22,180,180,180,0,0.09,0.42,0,68,68,1.38,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fried Egg,926,223,64.2,13.1,17.9,2.5,0,2.4,56,1.8,14,186,132,717,1.16,23,192,192,192,0,0.11,0.5,0,60,60,1.66,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omelette,502,121,77.6,6.6,7.8,5.3,1.5,1.2,36,1.5,17,105,169,189,0.75,10,95,109,81,165,0.08,0.25,0.4,38,38,0.7,13.4,182,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spanish Omelette,667,161,74,7.5,12.9,3.2,0.8,1.6,35,1.3,13,112,135,409,0.75,12,110,119,102,102,0.08,0.28,0.2,40,40,0.88,20.3,228,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meat Samosa,1854,443,13.9,18.8,22.2,40.5,3.1,1.6,51,11.5,37,288,302,175,2.99,13,66,85,48,223,0.47,0.42,5.1,222,32,1.19,7.4,40,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegetable Samosa,1361,325,30.2,8.5,13.1,40.2,6.2,1.7,55,3.8,35,144,333,243,1.76,1,138,237,39,1185,0.46,0.31,3.2,227,52,0.33,23.7,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pancakes,1136,270,41.5,8.3,8.5,39.2,1.7,0.8,77,2.9,22,163,138,37,0.83,4,77,78,76,8,0.4,0.4,2.5,203,24,0.77,0,54,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Toast,1175,280,40.3,12.5,10.7,32.4,1.9,2.1,56,2.1,25,167,152,587,1.2,20,106,106,106,0,0.14,0.29,2.2,47,47,1,0,249,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drop Scones,1870,449,23.5,7.1,29.8,37.4,1.4,0.9,61,2.4,18,135,112,116,0.69,4,88,89,86,21,0.33,0.33,2,166,21,0.66,0,59,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terere (Amaranth),342,83,80.6,3,5.3,2.9,5.5,2.7,192,4.9,87,72,442,161,0.75,14,209,418,0,2510,0.03,0.16,0.6,37,37,0,49.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sukumawiki,225,54,87,2.5,3.2,2.1,3.8,1.5,291,2.3,33,56,198,123,0.42,0,122,243,0,1460,0.08,0.1,0.8,35,35,0,82.1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stir-fried Cabbage,411,100,82.7,1.2,8.6,3.1,2.4,1.9,48,0.6,11,43,305,510,0.24,1,0,0,0,1,0.04,0.04,0.4,11,11,0,38.6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jute Mallow (Mrenda) & Pumpkin Leaves,249,59,85.3,3.4,2.3,5.4,2,1.6,141,1.8,26,105,197,180,0.62,2,72,121,24,580,0.03,0.22,0.3,21,21,0.31,9.19,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pumpkin Leaves,410,99,80.8,3.2,6.7,5.5,1.5,2.3,166,2,51,101,236,332,0.67,2,61,107,16,548,0.03,0.16,0.6,17,17,0.24,10.7,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saget, Terere & Managu (Spider plant, Amaranth & African Nightshade)",251,60,83,4.3,1.9,4.5,3.8,2.5,184,3.3,39,104,244,174,0.7,8,132,244,19,1350,0.02,0.22,0.4,80,80,0.25,16.1,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pilau,895,213,56.3,6.9,9.4,24.8,1.1,1.5,19,1.3,20,138,285,349,1.24,3,5,8,2,39,0.04,0.1,1.5,12,12,0.4,5.9,12,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mseto wa Ndengu,433,103,74.5,3.7,1.3,18.4,1.5,0.6,19,0.8,23,53,101,59,0.48,2,1,1,0,9,0.04,0.04,0.3,30,30,0,0.3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mseto wa Maharagwe,807,193,58.2,5,7.9,23.5,3.8,1.7,27,1.3,24,129,172,356,0.76,1,3,5,0,27,0.06,0.06,0.6,29,29,0,2.3,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vine spinach,299,72,84.7,3.2,5.2,1.4,3.5,1.9,233,9.5,37,55,389,170,0.41,0,166,313,20,1759,0.05,0.17,0.8,44,44,0,56.7,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiqe (Red Sorghum, Beans and Teff Flour)",807,192,52.5,7.2,5.8,24.2,7.4,2.9,170,3.5,77,214,315,495,1.4,4,82,131,34,584,0.15,0.12,1.4,62,62,0,24,13,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qanchibelo (Beef, Maize & Wheat Flour)",560,133,68.6,9.6,3.1,15.7,1.7,1.3,62,5.9,24,156,169,225,1.97,8,40,63,18,270,0.14,0.18,2.4,85,13,0.56,19.3,23,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qita  ""Maize & wheat flour pancake""",1020,241,44.3,5.1,5.6,41.2,2.8,0.9,24,2.8,28,131,105,158,1.81,0,62,63,61,10,0.35,0.23,2.4,234,28,0.15,0.2,8,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gurdo, Marqa (Ugali in Sour Milk)",1020,242,46.9,6.6,9.6,29.7,5.1,2,103,2.2,78,246,264,268,1.36,9,65,67,63,24,0.1,0.2,1.3,31,31,0.15,0.4,24,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Gram Stew,454,109,74.4,6.3,4.2,9.3,4,1.7,33,1.6,43,61,184,243,0.57,5,4,8,0,46,0.08,0.04,0.4,71,71,0,2.1,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bean Stew,263,63,83.1,3.5,1.4,7.2,3.7,1.1,20,1,17,92,125,165,0.44,1,4,8,0,50,0.04,0.03,0.3,24,24,0,1.5,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lentil Stew,455,108,72.8,7.1,3,11.1,4.5,1.6,26,2,28,81,183,275,0.93,8,3,7,0,40,0.08,0.05,0.6,22,22,0,4.3,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camel Meat (Nyirinyiri),2170,521,8.5,34.6,33.6,20,0,3.3,7,6.9,21,213,407,346,3.62,17,1,3,0,15,0.04,0.31,8.3,12,12,2.31,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbuboyi (Blood Cooked in Fresh Milk),410,97,76.2,11.5,2,8.3,0,2,57,13.9,8,62,199,361,1.08,17,0,0,65,0,0.05,0.17,0.2,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashir,529,125,68.2,2.7,0.9,25.8,1.2,1.2,18,0.2,9,29,39,128,0.21,1,5,5,5,2,0.02,0.03,0.1,3,3,0.06,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ugali (Cassava, finger millet & sorghum flour)",613,145,61.3,2,0.6,30.7,4.3,1.1,69,1.7,40,70,236,11,0.53,4,0,1,0,4,0.05,0.04,0.9,18,18,0,0.8,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yam Stew,394,94,76.7,1.5,2.4,15.3,2.5,1.6,13,0.7,14,46,279,347,0.21,0,34,67,0,404,0.06,0.02,0.4,15,15,0,5.2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Githeri (stewed Maize & Beans),661,157,60.4,6.7,4.2,19.7,7.2,1.8,39,2.2,41,214,281,233,1.01,2,0,1,0,2,0.1,0.06,0.8,52,52,0,0.5,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mukimo (Maize, Beans, Potatoes & Pumpkin Leaves)",498,118,67.1,5,0.7,20.5,4.8,1.9,38,2,36,159,436,266,0.74,2,4,9,0,52,0.08,0.05,0.9,48,48,0,2.7,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Githeri (Fresh Maize & Beans),773,185,55.3,6.9,7.2,17.8,10.5,2.2,41,2.2,43,222,308,335,1.32,3,2,5,0,27,0.12,0.08,1,57,57,0,0.8,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matoke (Stewed Green Bananas & Meat),494,118,72.9,6,4.1,13.3,1.8,1.9,16,3.9,22,105,380,381,1.12,5,19,36,2,208,0.05,0.08,1.4,22,22,0.34,9.8,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mukimo (Fresh Maize, Potato & Pumpkin Leaves)",457,109,68.8,3,1,18.5,6.8,1.9,44,1.6,35,116,404,336,0.93,2,14,27,0,163,0.09,0.06,1.2,36,36,0,3.7,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stewed Potatoes & Arrowroots,380,90,78,1.9,2.1,15,1.8,1.2,8,0.9,17,38,401,173,0.44,1,3,7,0,40,0.08,0.05,1,12,12,0,7.1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
