product_name,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,fibre_g,sodium_g,sub_type,form
SANTA MARIA TOMATO PASTE,,,4,19,10.41,0.47,,0.098,Food,Cream
SANTA MARIA WHITE WINE VINEGAR,,,,,,,,,Vinegar,Liquid
SANTE CRUNCHY BANANA AND CHOCOLATE COATING MUESLI BAR,420,1766,5,67,28,14,4.4,,Muesli Bar,Solid
SANTE CRUNCHY CRANBERRY AND RASPBERRY WITH VANILLA COATING MUESLI BAR,72,36,422,100,2.6,,0.3,,Food,"Cranberry,  Raspberry"
SANTE CRUNCHY NATURAL OAT FLAKE,422,1766,7.9,67,31,12,6,0,Oat Flake,Solid
SANTE CRUNCHY NUT AND ALMOND WITH CHOCOLATE MUESLI BAR,49,23,476,100,5.1,,0.05,,Food,"Nut,  Almond"
SANTE CRUNCHY NUTS AND ALMONDS MUESLI BAR,473,1978,12,51,18,24,4.6,,Muesli Bar,Solid
SANTE CRUNCHY PLUM AND VANILLA COATING MUESLI BAR,412,1734,4.1,69,34,13,2.8,,Muesli Bar,Solid
SANTE FRUIT GRANOLA,448,1874,9.4,65,19,15,,0,Granola,Solid
SANTE FRUIT MUESLI,,,,,,,,,364kcal,12g
SANTE NO ADDED WHEAT CHRUNCHY FRUIT,69,21,435,100,6,0.0001,,,Food,
SANTE NUT CEREAL FLAKES GRANOLA WITH NUT,465,1950,12,58,19,19,7.1,,Granola,Solid
SANTE TRADITIONAL MUESLI,388,1623,12,67,12,5.6,11,0,Muesli,Solid
SANTE TROPICAL MUESLI,356,1490,8.2,71,15,2.7,0,0,Muesli,Solid
SANWU HOTPOT SOUP BASE,744,3113,4.5,1.5,1,80,0,0,Soup Base,Powder
SASINI INSTANT COFFEE,50,209.2,5,15,,,,0.2,Instant Coffee,Powder
SASINI KAHAWA KAMILI PURE QUALITY KENYAN COFFEE,1,4.184,,0.1,,,,,Kenyan Coffee,Powder
SAVANAH COCOPINE JUICE,,,,,,,,,Cocopine Juice,Liquid
SAVANAH LEMON JUICE,,,,,,,,,Lemon Juice,Liquid
SAVANAH MANGO JUICE,,,,,,,,,Mango Juice,Liquid
SAVANAH ORANGE JUICE,,,,,,,,,Orange Juice,Liquid
SAVANAH PINEAPPLE JUICE,,,,,,,,,Pineapple Juice,Liquid
SAVANAH PUNCH FRUIT DRINK,108,451,0.44,26.51,22.88,0.15,0.2,0.01,Drink,Liquid
SAVANAH PUNCH FRUIT JUICE,108,451.87,0.44,26.51,22.88,0.15,0.2,0.01,Fruit Juice,Liquid
SAVANAH STRAWBERRY JUICE,90,376.56,0.71,18.49,18.25,1.42,0.2,0.002,Juice,Liquid
SAVOURY BANANA CRISPS,640,,12,44,0,48,0,0,Banana Crisps,Solid
SAVOURY CASSAVA CRISPS,,,,,,,,,Cassava Crisps,Solid
SAXA SO LOW SALT,,,,,,,,,,
SCHWEPPES TONIC WATER,130,543,,33,33,,,0.055,Tonic Water,Liquid
SCORE ENERGY DRINK CRUSH,,,,,,,,,,
SCORE ENERGY DRINK GT,,,,,,,,,,
SCORE ENERGY DRINK PASSION,,,,,,,,,,
SCORE ENERGY DRINK PINK LEMON,,,,,,,,,,
SCORE ENERGY DRINK STRIKER,,,,,,,,,,
SEA KORUS PREMIUM OYSTER SAUCE,131.579,550.526,3.15789,30,21.0526,0,,,Oyster Sauce,Liquid
SESAME SEEDS,,,,,,,,,Sesame Seeds,Solid
SESIA FRIED PEANUTS,600,2510.4,27.2,14,0,49.2,0,0.832,Fried Peanuts,Solid
SESIA PEELED PEANUTS,,,,,,,,,Peeled Peanuts,Solid
SESIA PURE HONEY,322,1347.24,,82,82,,,0.01,Honey,Paste
SESIA PURE HONEY SQUEEZE,322,1347.24,,82,82,,,0.01,Honey,Paste
SESIA ROASTED PEANUTS,594,2485.3,30,7.3,5.1,47,8.6,0.8,Roasted Peanuts,Solid
SHA ER GE HOT AND SPICY BLACK RICE CRUST,1896.67,7935.65,73.3333,70,,153.333,,,Rice Crust,Solid
SHA ER GE HOT AND SPICY RICE CRUST CHIPS,524,2192.4,24,56,12,32,,0.58,Rice Crust Chips,Solid
SHALIMAR BLACK PEPPER POWDER,,,,,,,,,Pepper Powder,Powder
SHALIMAR CARDAMOM POWDER,400,1673.6,5,80,,5,,,Cardamom Powder,Powder
SHALIMAR CHICKEN MASALA,344.14,1440.01,9.19,56.94,,8.85,,0.258,Chicken Masala,Powder
SHALIMAR CHICKEN PILAU,98.5714,412.423,7.71429,12.2857,1.14286,1.71429,0.857143,0.342857,Chicken Pilau Powder,Powder
SHALIMAR CHILLIES POWDER,398,1665.23,16,52,,13,,,Chillies Powder,Powder
SHALIMAR CINNAMON POWDER,,,,,,,,,Cinnamon Powder,Powder
SHALIMAR CUMIN POWDER,375,1567.5,18,44,2,22,10.5,0.168,Cumin Powder,Powder
SHALIMAR CURRY POWDER,437.5,1830.5,12.5,50,,12.5,37.5,8.375,Curry Powder,Powder
SHALIMAR DAAL MASALA,,,,,,,,,Daal Masala,Powder
SHALIMAR FISH MASALA,385.7,1627.1,16.5,58.1,,9.7,,1.4166,Fish Masala,Powder
SHALIMAR FISH TIKA MASALA,,,,,,,,,Fish Tika Masala,Powder
SHALIMAR GARLIC POWDER,360,1506.24,,60,,,40,0.08,Garlic Powder,Powder
SHALIMAR GINGER POWDER,19,79.496,,3,,,,0.002,Ginger Powder,Powder
SHALIMAR MEAT CURRY MASALA,126,527.18,3,5,0.8,2.8,1.2,0.195,Meat Curry Masala,Powder
SHALIMAR MEAT PILAU MIX,234.732,982.118,4.31235,24.5221,,13.0303,,,Meat Pilau,Powder
SHALIMAR MINCE MEAT MASALA,98.5714,412.423,7.71429,12.2857,1.14286,1.71429,0.857143,0.342857,Mince Meat Masala,Powder
SHALIMAR PILAU RICE MIX,171,715.464,3,30,1,3,2,,Pilau Rice Mix,Powder
SHALIMAR PRAWNS MASALA,,,,,,,,,,
SHALIMAR PRAWNS PIRI PIRI SPICE,90.6667,379.349,,,,2.66667,,,Prawns Piri Piri Spice,Powder
SHALIMAR SHISH KEBAB SPICE,296,1238.46,12.5,38,19.5,9.5,,2.955,Shish Kebab Spice,Powder
SHALIMAR TURMERIC POWDER,350,1464.4,,60,,10,20,0.03,Turmeric Powder,Powder
SHALIMAR VEGETABLE MASALA SPICE,,,,,,,,,Vegetable Masala Spice,Powder
SHALIMAR'S CHICKEN TIKKA MIX,126,527.18,3,5,0.8,2.8,1.2,0.195,Chicken Tikka Mix,Powder
SHAN BREAKFAST NIHARI MIX,300,1255.2,10,40,,10,20,13.3,Nihari Mix,Powder
SHAN CHICKEN GINGER SEASONING MIX,300,1260,10,40,,10,10,9.1,Seasoning Mix,Powder
SHAN SPLIT WHITE URAD DAL,364,1492,21.6,62.4,2.2,1.4,15.2,0.17,White Urad Dal,Solid
SHAN WHITE URAD DAL,364,1522.9,21.6,62.4,2.2,1.4,15.2,0.17,Urad Dal,Solid
SHARWOOD GREEN LABEL MANGO CHUTNEY,,,,,,,,,,
SHARWOOD GREEN LABEL SPREAD MANGO CHUTNEY,,,,,,,,,,
SHARWOOD HOISIN MARINADE SAUCE,,,,,,,,,,
SHARWOOD HOT MADRAS SAUCE,,,,,,,,,,
SHARWOOD JALFREZI SAUCE,,,,,,,,,,
SHARWOOD KORMA 30% LESS FAT,,,,,,,,,,
SHARWOOD KORMA SAUCE,96,401,1.1,9.2,6,5.9,0.9,,Sauce,Paste
SHARWOOD MEDIUM CURRY POWDER,,,,,,,,,,
SHARWOOD MILD CURRY POWDER,,,,,,,,,,
SHARWOOD REAL OYSTER SAUCE,,,,,,,,,,
SHARWOOD ROGAN JOSH,,,,,,,,,,
SHARWOOD STIR FRY BLACK BEAN SAUCE,,,,,,,,,,
SHARWOOD STIR FRY SWEET & SOUR SAUCE,,,,,,,,,,
SHARWOOD SWEET & SOUR 30% LESS SUG,,,,,,,,,,
SHARWOOD SWEET CHILLI & RED PEPPER,,,,,,,,,,
SHARWOOD TIK MAS 30% LESS FAT,,,,,,,,,,
SHARWOOD TIKKA MASALA SAUCE,118,492,1.6,9.1,6,8,1.7,,Sauce,Paste
SILEO FINE GRAIN NATURAL SALT,46.1,193,5.1,4.1,,1.3,,,Natural Salt,Solid
SILEO NATURAL BATH CRYSTAL SALT,0,0,0,0,0,0,0,40,Crystal Salt,Solid
SILEO NATURAL CRYSTALS STONE SALT,46.1,193,5.1,4.1,0,1.3,,,Crystals Stone Salt,Solid
SILEO NATURAL FINE SALT,0,0,0,0,0,0,0,40,Fine Salt,Solid
SILEO NATURAL SALT,46.1,193,5.1,4.1,,1.3,,,Salt,Powder
SILLY BROTHER GARLIC PEANUTS,571.429,2389.29,25,21.4286,3.57143,46.4286,7.14286,0.428571,Peanuts,Solid
SIMBA MBILI CINNAMON GROUND,16,66.944,0,5,0,0,0,0,Ground Cinnamon,Powder
SIMBA MBILI CLOVES GROUND SPICES,5,20.92,0,1,0,0,0,0.005,Cloves Ground Spices,Powder
SIMBA MBILI CURRY POWDER,325,1359.8,13,58,2.8,14,33,0.052,Curry Powder,Powder
SIMBA MBILI DHANA JEERA,8,33.472,0,0,0,0,0,0,Ground Dhana Jeera,Powder
SIMBA MBILI DRIED ROSEMARY LEAVES,1,4.184,0,1,0,0,0,0,Rosemary Leaves,Solid
SIMBA MBILI FISH MASALA,385.7,1627.1,16.5,58.1,,9.7,,1.4166,Fish Masala,Powder
SIMBA MBILI GARAM MASALA,1600,6694.4,20,320,260,20,,3.8,Garam Masala,Powder
SIMBA MBILI GROUND CARDAMOM,6,25.104,0,1,0,0,0,0,Ground Cardamom,Powder
SIMBA MBILI GROUND CINNAMON,247,1033,4,81,2.2,1.2,53,0.01,Ground Cinnamon,Powder
SIMBA MBILI GROUND CUMIN,334,1397.46,20,12,0,15,0,0,Ground Cumin,Powder
SIMBA MBILI MIXED HERBS,290,1213.36,11.1,55.3,,2.8,,,Mixed Herbs,Solid
SIMBA MBILI MUSTARD POWDER,500,2090,25,30,5,35,10,0.015,Mustard Powder,Powder
SIMBA MBILI OREGANO,355,1485.32,6.7,77,,2.2,,,Oregano,Solid
SIMBA MBILI PURE GINGER POWDER,20,83.68,,5,1,,,,Ginger Powder,Powder
SIMBA MBILI PURE RED CHILLY POWDER,398,1665.23,16,52,,13,,,Red Chilly Powder,Powder
SIMBA MBILI RESUNS GROUND CLOVES,,,,,,,,,Ground Cloves,Powder
SIMBA MBILI SPICE SEASONING CHICKEN MASALA,300,1255.2,17,42,4,7,1,0.58,Chicken Masala,Powder
SKIPPY CHUNKY PEANUT BUTTER,180,752.4,7,8,4,15,2,0.125,Peanut Butter,Paste
SKIPPY PEANUT BUTTER CREAMY,350,1463,7,6,3,16,2,0.15,Peanut Butter,Paste
SKITTLES COATED CRAZY SOURS CANDY,397,1661.05,,87.9,87,4,,,Candy,Solid
SKITTLES COATED FRUITS CANDY,404,1712,,90.7,89.8,4.2,,2.00E-05,Candy,Solid
SMARTIES HEXATUBE MP,470,1973,5,26,9,7,0.3,0,Chocolate,Solid
SNAK IT SALTY BIKIS,,,,,,,,,,
SNICKERS CHOCOLATE BAR WITH PEANUTS CARAMEL,250,1046,4,32,28,12,1,0.125,Chocolate Bar,Solid
SOCADO CARA SALATO CHOCOLATE,,,,,,,,,,
SOCADO MANDORLA 75 COCOA DARK CHOCOLATE,645,2699,4.9,34,31,53,,,Dark Chocolate,Solid
SOKO FLOUR MAIZE MEAL,351,1491,7.8,77.7,0.5,0.8,1,,Maize Meal Flour,Solid
SOKO HOME BAKING FLOUR,364,1522.97,10,76,0.3,1,,0.002,Baking Flour,Solid
SOKO MAIZE MEAL FLOUR,351,1491,7.8,77.7,0.5,0.8,1,,Maize Meal Flour,Solid
SOKO NUTRIGO WHOLE GRAIN MAIZE MEAL,343,1435,0,84,,0,,,Maize Meal,Solid
SOKO NUTRIGO WHOLE GRAIN MAIZE MEAL FLOUR,343,1435,,84,,,,,Maize Meal Flour,Solid
SOKO PURE WIMBI PORRIDGE FLOUR,330,1380.72,14,71,,3,3,0.004,Porridge Flour,Solid
SOKO WIMBI MIX SOUR PORRIDGE FLOUR,330,1380.72,14,71,,3,3,0.004,Porridge Flour,Solid
SOLEN CRISS CROSS HAZELNUT WAFER,,,,,,,,,Wafer,Solid
SOLEN OZMO POPSY COLORED CHOCOLATE CANDY,479,2004.14,3.8,75.4,70.1,17.6,1.8,,Candy,Solid
SOLEN PAPITA CARAMEL BISCUITS33GX24,,,,,,,,,,
SOLEN PAPITA MILK CHOCOLATE AND CARAMEL COATED BISCUIT,,,,,,,,,Biscuit,Solid
SOLEN PAPITA MILK CHOCOLATE CREAM COATED BISCUIT,,,,,,,,,Biscuit,Solid
SOYA GOLD SOYBEAN OIL,900,900,,,,60,,,Soybean Oil,Liquid
SPARKLING CHUPA CHUPS GRAPE,,,,,,,,,,
SPRITE,48,197,,12,12,,,,Soft Drink,Liquid
SPRITE CARBONATED SOFT DRINK,48,197,,12,12,,,,Soft Drink,Liquid
SPRITE SODA,48,197,,12,12,,,,Soft Drink,Liquid
SPRITE SODA CARBONATED SOFT DRINK,48,197,,12,12,,,,Soft Drink,Liquid
ST DALFOUR FRANCE STRAWBERRY JAM,213,891.192,0.5,52,48,0.5,,0.011,Jam,Jelly
ST DALFOUR RASPBERRY NAS FRUIT JAM,232,986,0.5,56,10,0.5,3.2,0.007,Jam,Jelly
STARBUCKS BLONDE B EXPRESSO WHOLE BEAN,,,,,,,,,,
STARBUCKS COFFEE VERONA COFFEE,,,,,,,,,,
STARBUCKS DARK ESPRESSO ROAST FINE,,,,,,,,,,
STARBUCKS ESPRESSO ROAST DECAF,,,,,,,,,,
STARBUCKS MEDIUM PIKE PLACE WHOLE BEAN,,,,,,,,,,
STARBUCKS PIKE PLACE COFFEE,,,,,,,,,,
STARBUCKS PODS HOUSE BLEND,,,,,,,,,,
STARBURST 3PACK ORIGINAL,,,,,,,,,,
STIMOROL SUGAR FREE INFINITY TROPICAL CHEWING GUM,155,648.5,0,0,0,0,0,0,Chewing Gum,Solid
STIMOROL SUGAR FREE WILD CHERRY CHEWING GUM,179,748,0.4,71,0.1,0.4,0,0,Chewing Gum,Solid
STOKES HOT & SPICY BBQ SAUCE,206,868,2.2,41,36,3,,,,
STOKES ORIGINAL BBQ SAUCE SQUEZE,192,813,1.9,39,26,3.1,,,,
STOKES REAL BROWN SAUCE,194,825,1.4,46,38,,,,,
STOKES REAL BROWN SAUCE SQUEEZY,195,826,1.4,46,38,,,,,
STOKES REDCURRANT JELLY,246,1041,1.2,63,60,0.3,,,,
STOKES REDUCED SUG TOMATO KETCHUP,80,342,1.9,17,14,,,,,
STOKES SEVILLE ORANGE MARMALADE,278,1181,,69,68,,,,,
STOKES SWEET & STICKY BBQ SAUCE,225,955,1.5,53,49,,,,,
STORCK RIESEN DARK CHOCOLATE,,,,,,,,,,
STORCK TOFFIFEE,,,,,,,,,,
SUE'S NATURALS SEA SALT,46.1,193,5.1,4.1,0,1.3,0,38.667,Sea Salt,Solid
SUES NATURALS ORGANIC MORINGA POWDER,281,1179,5.9,38.2,,0.2,8.27,,Moringa Powder,Powder
SUES ORGANIC RAW VIRGIN COCONUT OIL,130,543.92,1,15,,1,,,Coconut Oil,Liquid
SUGAR FREE SMOOTH PEANUT BUTTER,644,2690,27,10,,54.4,6.4,0.0019,Peanut Butter,Paste
SUGARCANE FRESH JUICE,269,1125,0,73,73,0,0,0.058,Juice,Liquid
SUHANA AAMCHUR POWDER,,,,,,,,,,
SUHANA CHHOLE MASALA,,,,,,,,,,
SUHANA EXTRA HOT CHILI POWDER,,,,,,,,,,
SUHANA HOT CHILI POWDER,,,,,,,,,,
SUHANA MALAI KOFTA,,,,,,,,,,
SUHANA MILD MADRAS CURRY POWDER,,,,,,,,,,
SUHANA PANEER BUTTER MASALA,,,,,,,,,,
SUHANA PANEER MASALA,,,,,,,,,,
SUHANA PANIPURI MASALA,,,,,,,,,,
SUHANA PAV BHAJI MASALA,,,,,,,,,,
SUHANA PAYA MASALA,,,,,,,,,,
SUHANA READY TO COOK DUM ALOO,,,,,,,,,,
SUHANA READY TO COOK FISH CURRY,,,,,,,,,,
SUHANA READY TO COOK LAMB CURRY,,,,,,,,,,
SUHANA READY TO COOK MANCHURIAN,,,,,,,,,,
SUHANA READY TO COOK MUTOON KOLHAPURI,,,,,,,,,,
SUHANA READY TO COOK MUTTER METHI NONG,,,,,,,,,,
SUHANA READY TO COOK PANEER MAKHAN,,,,,,,,,,
SUHANA READY TO COOK SHAHI BIRYANI,,,,,,,,,,
SUHANA RTC CHICKEN CHILLI,,,,,,,,,,
SUHANA RTC MUTTER PANEER NONG,,,,,,,,,,
SUHANA RTC SAAG PANEER,,,,,,,,,,
SUHANA SEEKH KEBAB MASALA,,,,,,,,,,
SUHANA TURMERIC POWDER,,,,,,,,,,
SUN DAYS REFINED SUNFLOWER OIL,,3696,,,,99.99,,,Food,Liquid
SUNFRESH CHILLI SAUCE,,,,,,,,,,
SUNFRESH SAUCE,140,585.76,4,25,5,2,,0.42,Tomato Sauce,Paste
SUNFRESH TOMATO SAUCE,140,585.76,4,25,5,2,0,0.42,Tomato Sauce,Paste
SUNRICE ALL DAY BASMATI RICE,345,1443,6,78,,0.5,0.3,0.0003,Rice,Solid
SUNRICE BASMATI,350,1464,8.8,78,,,1.6,0.0017,Rice,Solid
SUNRICE BIRYANI RICE,357,1493,8.6,79,,,1.8,0.0041,Rice,Solid
SUNRICE KENYA FINEST AROMATIC PISHORI RICE,351,1491,7.8,77.7,0.5,0.8,1,,Pishori Rice,Solid
SUNRICE LONG GRAIN,354,1966.48,7,78,0,0,0,0.004,Rice,Solid
SUNRICE MWEA PISHORI RICE,351,1491,7.8,77.7,0.5,0.8,1,,Pishori Rice,Solid
SUNRICE THAI JASMINE,,,,,,,,,,
SUNRICE THAI JASMINE RICE,355,1485.71,7.14286,78.8571,1.42857,1.42857,,,Rice,Solid
SUNTOP BERRY FRUIT JUICE,54,225.9,1,13,13,,,0.0018,Fruit Juice,Liquid
SUNTOP BLACKCURRANT FRUIT JUICE,51,214,0,12,12,0,0,,Fruit Juice,Liquid
SUNVEAT ASSORTED CLASSIC BISCUITS,451,1966.48,7,77,22,12,0,0,Biscuits,Solid
SUNVEAT BOURBON CHOCOLATE CREAM BISCUIT,505,2112.9,5,60,,20,,,Biscuit,Solid
SUNVEAT BUTTER COOKIES,495,2071.08,8,68,,21,,,Cookies,Solid
SUNVEAT CASHEW COOKIES,,,,,,,,,Cookies,Solid
SUNVEAT CHOCOLATE CREAM BISCUITS,451,1886.98,7,77,22,12,,,Biscuit,Solid
SUNVEAT CHOCOLATE WAFERS,,,,,,,,,Wafers,Solid
SUNVEAT DIGESTIVE BISCUIT,470,1966.48,9,65,,19,,,Biscuit,Solid
SUNVEAT FAMILY BITE ORIGINAL BISCUITS,451,1966.48,7,77,22,12,0,0,Biscuits,Solid
SUNVEAT FAMILY CHOCOLATE BISCUITS,451,1966.48,7,77,22,12,0,0,Biscuits,Solid
SUNVEAT GINGER NUT BISCUIT,461,1928.82,5,71,28,16,,0.37,Biscuit,Solid
SUNVEAT GINGER NUTS BISCUIT 60 PIECES,461,1928.82,5,71,28,16,,0.37,Biscuit,Solid
SUNVEAT KOKO COFFEE,433,1811.67,7,87,,9,,,Biscuits,Solid
SUNVEAT LEMON DELIGHT TEA BISCUITS,473,1979.03,7.5,72.8,,16.9,,,Biscuits,Solid
SUNVEAT MIXED NUT COOKIES,446,1866.06,4,78,,12,3,0.288,Cookies,Solid
SUNVEAT OAT & HONEY DIGESTIVE BISCUIT,470,1966.48,9,68,,17,,,Digestive Biscuit,Solid
SUNVEAT OAT AND HONEY DIGESTIVE BISCUIT,470,1966.48,9,68,,17,,,Digestive Biscuit,Solid
SUNVEAT ORANGE WAFERS,506,2117,7,64,,24,,,Wafers,Solid
SUNVEAT ORIGINAL FAMILY BISCUITS,451,1966.48,7,77,22,12,0,0,Biscuits,Solid
SUNVEAT PETIT BEURRE CHOCO VANILLA BISCUIT,,,,,,,,,,
SUNVEAT PETIT BEURRE LEMON BISCUIT,,,,,,,,,,
SUNVEAT PETIT BISCUIT STRAWBERRY CREAMY,,,,,,,,,,
SUNVEAT REAL COCONUT COOKIES,473,1979.03,7.5,72.8,,16.9,,,Cookies,Solid
SUNVEAT SHORT CAKE BISCUITS,346,1448,6.1,48.5,48.5,14.2,,,Biscuits,Solid
SUNVEAT STRAWBERRY CREAM BISCUITS,,,,,,,,,Biscuit,Solid
SUNVEAT STRAWBERRY WAFERS,,,,,,,,,Wafers,Solid
SUNVEAT VANILLA WAFERS,106,443,1,13,,5,,,Wafers,Solid
SUPERCIRIO TOMATO PUREE,,,,,,,,,Paste,Paste
SUREE CHILLI AND GARLIC SAUCE,81,328,0.8,3.3,0,0.3,0,1.6,Sauce,Paste
SUREE FISH SAUCE,41,175,6.6,3.7,,,,,Sauce,Paste
SUREE HOISIN SAUCE,276,1169,3.1,59.2,49.7,2.6,1.7,0.007,Sauce,Paste
SUREE PAD THAI SAUCE,24,18,100,100,0,1.2,7.5,,Food,
SUREE RICE STICK 1MM,200,8368,4,45,,0.1,0.1,0.01,Rice,Solid
SUREE RICE STICK 3MM,200,8368,4,45,,0.1,0.1,0.01,Rice,Solid
SUREE RICE STICK 5MM,200,8368,4,45,,0.1,0.1,0.01,Rice,Solid
SUREE SPRING ROLL DIPPING SAUCE,280,1172,0,68,65,0.9,0,0,Dipping Sauce,Paste
SUREE SUKIYAKI SAUCE,,,,,,,,,,
SUREE SWEET PLUM SAUCE,241,1025,0,60,58,0,0,0,Plum Sauce,Paste
SUREE SWEET SOY SAUCE,287,1220,0.5,70,69,0.5,0.5,2.6,Soy Sauce,Paste
SUREE THAI GREEN CURRY PASTE,75,314,3,9,9,1.1,0,0,Curry Paste,Paste
SUREE THAI MASSAMUM CURRY PASTE,130,543,7,15,11,2.2,,,Curry Paste,Paste
SUREE THAI PANANG CURRY PASTE,117,489,6.1,15,6.4,1.6,,,Curry Paste,Paste
SUREE THAI YELLOW CURRY PASTE,77,319,3.6,7.5,6.9,1.3,0,0,Curry Paste,Paste
SUREE TOM YUM CURRY PASTE,,,,,,,,,,
SUREE VERMICELLI RICE,299,1251,6.8,67,,0.4,,0.002,Rice,Solid
SWEET L VEGAN BLUE RASPBERRY,,,,,,,,,,
SWEET L VEGAN STRAWBERRY HEART,,,,,,,,,,
SWEET L VEGAN WATERMELON SLICE,,,,,,,,,,
SWEET LOUNGE VEGAN BLUE RASPBERRY,,,,,,,,,,
SWEET LOUNGE VEGAN FIZZY COLA,,,,,,,,,,
SWEET TAMARIND,314,1313,2.9,75,0,0,4,0,Tamarind,Solid
SWEETUNDA CHILI SALT CRACKIES,186,778,6,62,2,2,,,Crackies,Solid
SWEETUNDA CHILLI SALT CRACKIES,186,778.2,6,62,2,2,,,Crackies,Solid
SWEETUNDA FRUIT CHUTNEY,373,1560.6,2,60,6,13,5,,Crackies,Solid
SWEETUNDA FRUIT CHUTNY CRACKIES,373,1560,2,60,6,13,5,,Crackies,Solid
SWEETUNDA TOMATO KETCHUP CRACKIES,,,,,,,,,,
SWEETZONE CANDY FLOSS PAILS,,,,,,,,,,
SWEETZONE CANDY FLOSS POT,,,,,,,,,,
SWIZZLES GIANT PARMA VIOLETS,415.2,1760.2,,95.7,94.5,3.4,,,,
TABASCO GREEN PEPPER SAUCE,,,,,,,,,,
TABASCO PEPPER SAUCE,,,,,,,,,,
TABASCO SRIRACHA CHILLI SAUCE,121,506,2,27,19,0,0,0,Chilli Sauce,Paste
TAMARIN CANDY BAG,211.765,882.353,0,52.9412,,0,,0.0176471,Tamarind Candy,Solid
TAMARIND AND GINGER DRINK,,,,,,,,,Tamarind And Ginger Drink,Liquid
TAMARIND WITH PURE DRINK,,,,,,,,,,
TAMTAM CHILI SAUCE,91.6,383.25,2.5,20,13.3,0.3,2.3,1.3328,Sauce,Liquid
TAMTAM TOMATO PASTE,81,338.904,3.8,18.5,,,3,0.53,Tomato Paste,Paste
TAMTAM TOMATO SAUCE,,,,,,,,,,
TAN TAN XIANG HUNAN CHILLI PICKLE,5.3,22.1752,1.3,,0,8,0,5,Pickle,Solid
TAYSTEE FLAMING HOT SAUCE,,,,,,,,,,
TEEKA FUN DELICIOUS CHOCOLATE FOR BOYS,545,2280.25,8,56.5,51,32,0,0,Chocolate,Solid
TEEKA FUN DELICIOUS CHOCOLATE FOR GIRLS,545,2280.25,8,56.5,51,32,0,0,Chocolate,Solid
TEMMY'S CHOCO PILLOW COCOA CREAM FILLED CEREAL,467,1954,8.7,59.9,26.5,20,1,0.28,Cereal,Solid
TEMMY'S CHOCO POPS PUFFED CORN WITH COCOA CEREAL,384,1606.65,8.7,59.9,26.5,20,1,0.28,Cereal,Solid
TEMMY'S CHOCO RICE CEREAL,467,1954,8.7,59.9,26.5,20,1,0.28,Cereal,Solid
TEMMY'S CHOCO SCOOPS CEREAL,120,502.08,2,24,10,,1,0.075,Cereal,Solid
TEMMY'S CORN FLAKES CEREAL,350,1464.4,15,75,22.5,2.5,7.5,0.35,Cereal,Solid
TEMMY'S DELICIOUS CORN FLAKES CEREAL,350,1464.4,15,75,22.5,2.5,7.5,0.35,Cereal,Solid
TEMMY'S HONEY POPS CEREAL,413.793,1731.31,6.89655,96.5517,,,,,Cereal,Solid
TEMMY'S KIDS VARIETY CEREAL,150,627.6,3,23,7,0.5,3,0.045,Cereal,Solid
TEMMYS CEREAL SWEET FLAKES,,,,,,,,,,
TERRA DELYSSA EXTRA VIRGIN OLIVE OIL,821,3374,0,0,0,91.2,0,,Extra Virgin Olive Oil,Liquid
TERRA DELYSSA ORGANIC EXTRA VIRGIN OLIVE OIL,824,3698.66,0,0,0,100,0,0.002,Olive oil,Liquid
TERRY'S CHOCOLATE MINT MILK,,,,,,,,,,
TERRY'S MINI EGGS TABLET,,,,,,,,,,
TERRYRSQUOS CHOCOLATE ORANGE MILK BALL,524,2188,5.9,59,59,29,2.4,,Chocolate Orange,Solid
THAI DANCER BLACK PEPPER SAUCE,110,466,1.5,25,21,,1,,Sauce,Liquid
THAI DANCER GARLIC CHILLI SAUCE,,,,,,,,,,
THAI DANCER GREEN CURRY PASTE,,,,,,,,,,
THAI DANCER MASSAMAN CURRY PASTE,209,871,2,22,18,11,5,,Curry Paste,Paste
THAI DANCER ORIENTAL HOISIN SAUCE,,,,,,,,,,
THAI DANCER RED CURRY PASTE,143,595,4,12,3.5,1.5,9,,Curry Paste,Paste
THAI DANCER RICE STICK 3MM,,,,,,,,,,
THAI DANCER SPRING ROLLS CHILI SAUCE,200,837,0,50,48,0,,,Sauce,Liquid
THAI DANCER SRIRACHA MAYO SAUCE,,,,,,,,,,
THAI DANCER SWEET AND SOUR SAUCE,,,,,,,,,,
THAI DANCER SWEET CHILLI SAUCE,,,,,,,,,,
THAI DANCER TERIYAKI MAYO SAUCE,238,1006,,52,46,3.2,,,Sauce,Liquid
THAI DANCER TOM KHA CURRY PASTE,,,,,,,,,,
THAI DANCER TOM YUM PASTE,,,,,,,,,,
THAI DANCER TROPICAL MANGOSTEEN AND CHILI SAUCE,167,711,0,42,40,0,,,Sauce,Liquid
THAI DANCER WASABI MAYO SAUCE,,,,,,,,,,
THAI DANCER YELLOW CURRY PASTE,,,,,,,,,,
THAI DRAGON SRIRACHA HOT CHILLI SAUCE,141,590,2,30,,1,2,,Sauce,Paste
THAI ERAWAN GLUTINUS RICE FLOUR,,,,,,,,,,
THAI YEARRA COCONUT MILK POWDER,,,,,,,,,,
THE BELGIAN CREAMY VANILLA SEASHELLS CHOCOLATES,,,,,,,,,Chocolates,Solid
THE BELGIAN HEARTS CHOCOLATE,500,2000,,,,,,,Chocolate,Solid
