source_dataset,source_row_ids,merged_duplicate_count,product_name,normalized_name,package_size,portion_type,portion_basis,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,saturated_fat_g,trans_fat_g,fibre_g,sodium_g,salt_g,calcium_mg,sub_type,form,category,flavour,additives,data_quality_flags
all_categories_combined,4160,1,Chigs Tomato Ketchup Potato Crisps 100G,CHIGS TOMATO KETCHUP POTATO CRISPS,Pack size : 100g,Average Nutritional Value As Per 27g,PER_27G_SCALED,533.333,2231.44,3.7037,48.1481,3.7037,29.6296,,,,0.651852,1.62963,,Potato Crisps,Solid,Food,Tomato Ketchup,,salt_derived_from_sodium
all_categories_combined,4212,1,Chigs Tomato Potato Crisps 200G,CHIGS TOMATO POTATO CRISPS,Pack size : 200g,Average Nutritional Value As Per 30g,PER_30G_SCALED,513.333,2147.79,3.33333,43.3333,,30,,,6.66667,1,2.5,,Wafer,Solid,Food,Tomato,,missing_sugar|salt_derived_from_sodium
all_categories_combined,4089|4161,2,Chigs Yummy Salt And Vinegar Potato Crisps 50G,CHIGS YUMMY SALT AND VINEGAR POTATO CRISPS,Pack size : 50g,Average Nutritional Value As Per 45g,PER_45G_SCALED,531.111,2222.16,4.44444,48.8889,2.22222,31.1111,,,4.44444,0.795556,22.2222,,Potato Crisps,Solid,Food,"Salt, Vinegar",,
all_categories_combined,1122,1,CHIKA CHIKA EXTRA HOT 300G,CHIKA CHIKA EXTRA HOT,Pack size : 300ml,Average Nutritional Value As Per 100g,PER_100G,23.18,96.98,0.96,4.3,2.22,0.24,,,,,,,Sauce,Paste,Food,,,missing_sodium
all_categories_combined,1179,1,Chika Chika Extra Hot Sauce 135g,CHIKA CHIKA EXTRA HOT SAUCE,Pack size : 135g,Average Nutritional Value As Per 100g,PER_100G,23.18,96.9851,0.96,4.3,2.22,0.24,,,,,,,Sauce,Paste,Food,,,missing_sodium
all_categories_combined,1264,1,Chika Chika Fire Roasted Garlicky Twist Sauce 135g,CHIKA CHIKA FIRE ROASTED GARLICKY TWIST SAUCE,Pack size : 135g,Average Nutritional Value As Per 100g,PER_100G,23.66,98.9934,0.94,4.57,2.35,0.18,,,,,,,Garlicky Twist Sauce,Paste,Food,Garliky Twist,,missing_sodium
all_categories_combined,1250,1,CHIKA CHIKA GARLIKY TWIST 300G,CHIKA CHIKA GARLIKY TWIST,Pack size : 300ml,Average Nutritional Value As Per 100g,PER_100G,23.18,96.98,0.96,4.3,2.22,0.24,,,,,,,Sauce,Paste,Food,Garlicky Twist,,missing_sodium
all_categories_combined,1193,1,CHIKA CHIKA HOT CHILLI 135G,CHIKA CHIKA HOT CHILLI,Pack size : 135ml,Average Nutritional Value As Per 100g,PER_100G,23.7,99.16,0.94,4.31,2.55,0.23,,,,,,,Sauce,Paste,Food,,,missing_sodium
all_categories_combined,1182,1,Chika Chika Hot Chilli Sauce 300g,CHIKA CHIKA HOT CHILLI SAUCE,Pack size : 300g,Average Nutritional Value As Per 100g,PER_100G,23.07,96.5249,0.94,4.31,2.55,0.23,,,,,,,Sauce,Paste,Food,,,missing_sodium
all_categories_combined,1135,1,CHIKA CHIKA MANGO CHILLY 300G,CHIKA CHIKA MANGO CHILLY,Pack size : 300ml,Average Nutritional Value As Per 100g,PER_100G,23.7,99.16,0.94,4.31,2.55,0.23,,,,,,,Sauce,Paste,Food,Mango,,missing_sodium
all_categories_combined,1131,1,Chika Chika Mango Chilly Sauce 135g,CHIKA CHIKA MANGO CHILLY SAUCE,Pack size : 135g,Average Nutritional Value As Per 100g,PER_100G,23.7,99.16,0.94,4.31,2.55,0.23,,,,,,,Sauce,Paste,Food,,,missing_sodium
all_categories_combined,1160|1167,2,Chika Chika Mint Chilli Sauce 300g,CHIKA CHIKA MINT CHILLI SAUCE,Pack size : 300g,Average Nutritional Value As Per 100g,PER_100G,22.35,93.5124,0.91,4.35,2.31,0.19,,,,,,,Sauce,Paste,Food,,,missing_sodium
all_categories_combined,1120|1187,2,Chika Chika Scotch Bonnet Sauce 300g,CHIKA CHIKA SCOTCH BONNET SAUCE,Pack size : 300g,Average Nutritional Value As Per 100g,PER_100G,23.79,99.5374,0.98,4.36,2.49,0.27,,,,,,,Sauce,Paste,Food,,,missing_sodium
all_categories_combined,1133,1,CHIKA CHIKA SWEET CHILLI 300G,CHIKA CHIKA SWEET CHILLI,Pack size : 300ml,Average Nutritional Value As Per 100g,PER_100G,23.17,96.94,0.93,4.35,2.19,0.21,,,,,,,Sauce,Paste,Food,,,missing_sodium
all_categories_combined,1178,1,Chika Chika Sweet Chilli Sauce 135g,CHIKA CHIKA SWEET CHILLI SAUCE,Pack size : 135g,Average Nutritional Value As Per 100g,PER_100G,23.17,96.9433,0.97,4.35,2.19,0.21,,,,,,,Sauce,Paste,Food,,,missing_sodium
all_categories_combined,1136|1199,2,CHIKA CHIKA TAMARIND CHILLY 300G,CHIKA CHIKA TAMARIND CHILLY,Pack size : 300ml,Average Nutritional Value As Per 100g,PER_100G,24.1,100.83,0.98,4.55,2.71,0.22,,,,,,,Sauce,Paste,Food,Tamarind,,missing_sodium
all_categories_combined,2550,1,CHINESE CANNED FISH 227G,CHINESE CANNED FISH,Pack size : 227g,Average Nutritional Value As Per 100g,PER_100G,543.73,2275,25.2,2.2,0,48.9,,,,,,,Fish Canned In Black Bean Sauce,Solid,Food,,,missing_sodium
all_categories_combined,4650,1,Choco Primo Drinking Chocolate Powder 20g,CHOCO PRIMO DRINKING CHOCOLATE POWDER,Pack size : 20g,Average Nutritional Value As Per 100g,PER_100G,390,1631.76,7.3,82,72,3.57,,,1.8,,,,Chocolate Powder,Powder,Food,,,missing_sodium
all_categories_combined,4485,1,Chocodate Exclusive Real Caramel Chocolate 100G,CHOCODATE EXCLUSIVE REAL CARAMEL CHOCOLATE,Pack size : 100g,Average Nutritional Value As Per 13.5g,PER_13.5G_SCALED,429.63,1792.59,4.44444,67.4074,,15.5556,,,,0.162963,0.407407,,Chocolate,Solid,Food,Caramel,,missing_sugar|salt_derived_from_sodium
all_categories_combined,3045,1,Chocodate Milk Chocolate Dates With Almonds 100g,CHOCODATE MILK CHOCOLATE DATES WITH ALMONDS,Pack size : 100g,Average Nutritional Value As Per 100g,PER_100G,399,1669.42,5.7,71,37.3,10.4,,,3.8,0.02,0.05,,Dates With Almonds,Solid,Food,,,
all_categories_combined,2588|2591,2,Chuang Yi Pai Spicy Dried Cuttlefish 70g,CHUANG YI PAI SPICY DRIED CUTTLEFISH,Pack size : 70g,Average Nutritional Value As Per 100g,PER_100G,133,556.47,13,19,0,1,,,0,0.455,1.1375,,Dried Cuttlefish,Solid,Frozen Food,Spicy,,salt_derived_from_sodium
all_categories_combined,2576,1,Chuangyi Original Dried Shredded Squid 70g,CHUANGYI ORIGINAL DRIED SHREDDED SQUID,Pack size : 70g,Average Nutritional Value As Per 30g,PER_30G_SCALED,300,1255.2,33.3333,36.6667,33.3333,0,,,0,1.8,4.5,,Shredded Squid,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,10,1,Chupa Chups Big Babol Strawberry Soft Bubble Gum 27g (6 Pieces),CHUPA CHUPS BIG BABOL STRAWBERRY SOFT BUBBLE GUM,Pack size : 27g (6 Pieces),Average Nutritional Value As Per 100g,PER_100G,309,1313,0,77.1,59.6,0,,,,0,0,,Bubble Gum,Solid,Food,Strawberry,,salt_derived_from_sodium
all_categories_combined,15,1,Chupa Chups Sour Bites Mixed Fruit Jelly Candy 85.5g,CHUPA CHUPS SOUR BITES MIXED FRUIT JELLY CANDY,Pack size : 85.5g,Average Nutritional Value As Per 100g,PER_100G,104,362,0.8,24,17,0.5,,,0,0.05,0.125,,Jelly Candy,Solid,Food,Mixed Fruit,,salt_derived_from_sodium
all_categories_combined,1,1,Chupa Chups Sour Bites Mixed Fruit Sour Candy Belt 10g,CHUPA CHUPS SOUR BITES MIXED FRUIT SOUR CANDY BELT,Pack size : 10g,Average Nutritional Value As Per 100g,PER_100G,104,362,0.8,24,17,0.5,,,0,0.05,0.125,,Sour Candy Belt,Solid,Food,Mixed Fruit,,salt_derived_from_sodium
all_categories_combined,4039,1,Chupa Chups Sour Mini Tubes Gummies 85.5g,CHUPA CHUPS SOUR MINI TUBES GUMMIES,Pack size : 85.5g,Average Nutritional Value As Per 100g,PER_100G,362,1514.61,1.5,84.1,40,1.85,,,0.5,0.04,0.1,,Gummies,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,3696,1,Chupa Chups Strawberry Love Lollipop 120g,CHUPA CHUPS STRAWBERRY LOVE LOLLIPOP,Pack size : 120g,Average Nutritional Value As Per 100g,PER_100G,385,1636,0,94,82,0.3,,,,0.06,0.15,,Lollipop,Solid,Food,Strawberry,,sodium_derived_from_salt
all_categories_combined,4,1,Chupa Chups Strawberry Melody Pops Lollipop 15g,CHUPA CHUPS STRAWBERRY MELODY POPS LOLLIPOP,Pack size : 15g,Average Nutritional Value As Per 100g,PER_100G,386,1615.02,0,94,76,0,,,0,0.008,0.02,,Lollipop,Solid,Food,Strawberry,,salt_derived_from_sodium
all_categories_combined,652,1,Cil Aromatic Long Grain Sindano Fragrant Rice 2Kg,CIL AROMATIC LONG GRAIN SINDANO FRAGRANT RICE,Pack size : 2kg,,ASSUMED_PER_100G,65,,329,100,0.12,,,,,,,,Food,,8.19g,1375kJ,Solid,assumed_per_100g_missing_portion|missing_sodium|missing_total_fat
all_categories_combined,690,1,CIL Long Grain Blended Rice 1Kg,CIL LONG GRAIN BLENDED RICE,Pack size : 1kg,Average Nutritional Value As Per 45g,PER_45G_SCALED,360,1486.67,6.66667,77.7778,2.22222,,,,,,,,Blended Rice,Solid,Food,,,missing_sodium|missing_total_fat
all_categories_combined,629,1,CIL Long Grain Blended White Rice 2Kg,CIL LONG GRAIN BLENDED WHITE RICE,Pack size : 2kg,,ASSUMED_PER_100G,35,,160,45,1,,,,,,,,Food,,3g,669kJ,Solid,assumed_per_100g_missing_portion|missing_sodium|missing_total_fat
all_categories_combined,631,1,CIL Pishori Brown Rice 1kg.,CIL PISHORI BROWN RICE,Pack size : 1kg,,ASSUMED_PER_100G,23,0.4,111,100,1.8,0.005,,,,,,,Food,,2.6g,464kJ,Solid,assumed_per_100g_missing_portion|missing_sodium
all_categories_combined,563,1,Cil Rice Pishori 5Kg,CIL RICE PISHORI,Pack size : 5Kg,,ASSUMED_PER_100G,77.7,0.5,351,100,1,,,,,,,,Food,,7.8g,1491kJ,Solid,assumed_per_100g_missing_portion|missing_sodium|missing_total_fat
all_categories_combined,2263,1,Cirio Napoletana Pasta Sauce 420g,CIRIO NAPOLETANA PASTA SAUCE,Pack size : 420g,Average Nutritional Value As Per 125g,PER_125G_SCALED,64,267.76,1.6,9.6,5.6,2.4,,,1.6,0.416,1.04,,Sauce,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,2346,1,Cirio Passata Rustica Crushed Tomatoes 680g,CIRIO PASSATA RUSTICA CRUSHED TOMATOES,Pack size : 680g,Average Nutritional Value As Per 100g,PER_100G,32,133.8,1,5,4,,,,1,0.02,0.05,,Crushed Tomatoes,Paste,Food,Tomato,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,2292,1,CIRIO PASTA SAUCE ARRABBIATA 420G,CIRIO PASTA SAUCE ARRABBIATA,Pack size : 420g,Average Nutritional Value As Per 100g,PER_100G,69,289,1.4,10.1,5.4,2.1,,,0.9,0.36,0.9,,Pasta Sauce,Paste,Food,,,sodium_derived_from_salt
